"Ukazatel","IndicatorType","Klasifikace API","APIZZ","Typ indexu","TYPUDAJEZEM4","Měsíce, jejich kumulace, čtvrtletí, roky","CASMKMQR","Území","Uz0","Hodnota"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","červen 2024","2024-06","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","červenec 2024","2024-07","Česko","CZ","100"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","srpen 2024","2024-08","Česko","CZ","98.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","září 2024","2024-09","Česko","CZ","102.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","říjen 2024","2024-10","Česko","CZ","106.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","listopad 2024","2024-11","Česko","CZ","98"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","prosinec 2024","2024-12","Česko","CZ","101.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","leden 2025","2025-01","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","leden 2025","2025-01K","Česko","CZ","101.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","únor 2025","2025-02","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","březen 2025","2025-03","Česko","CZ","102.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","duben 2025","2025-04","Česko","CZ","103.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","květen 2025","2025-05","Česko","CZ","98.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","červen 2025","2025-06","Česko","CZ","99.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","červenec 2025","2025-07","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","srpen 2025","2025-08","Česko","CZ","98.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","září 2025","2025-09","Česko","CZ","98.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","říjen 2025","2025-10","Česko","CZ","103"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","listopad 2025","2025-11","Česko","CZ","96"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","prosinec 2025","2025-12","Česko","CZ","97.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","leden 2026","2026-01","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","leden 2026","2026-01K","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","únor 2026","2026-02","Česko","CZ","98.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","březen 2026","2026-03","Česko","CZ","99.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","duben 2026","2026-04","Česko","CZ","102.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","květen 2026","2026-05","Česko","CZ","95.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","červen 2026","2026-06","Česko","CZ","99.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Meziměsíční index","IM","červenec 2026","2026-07","Česko","CZ","98.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden 2010","2010-01","Česko","CZ","104.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden 2010","2010-01K","Česko","CZ","104.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - únor 2010","2010-02K","Česko","CZ","102.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - březen 2010","2010-03K","Česko","CZ","102.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","1. čtvrtletí 2010","2010-Q1","Česko","CZ","102.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - duben 2010","2010-04K","Česko","CZ","102.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - květen 2010","2010-05K","Česko","CZ","102.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - červen 2010","2010-06K","Česko","CZ","101.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","2. čtvrtletí 2010","2010-Q2","Česko","CZ","100.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - červenec 2010","2010-07K","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - srpen 2010","2010-08K","Česko","CZ","101.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - září 2010","2010-09K","Česko","CZ","102"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","3. čtvrtletí 2010","2010-Q3","Česko","CZ","102.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - říjen 2010","2010-10K","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - listopad 2010","2010-11K","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - prosinec 2010","2010-12K","Česko","CZ","102"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","4. čtvrtletí 2010","2010-Q4","Česko","CZ","101.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","2010","2010","Česko","CZ","102"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden 2011","2011-01","Česko","CZ","105.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden 2011","2011-01K","Česko","CZ","105.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - únor 2011","2011-02K","Česko","CZ","105.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - březen 2011","2011-03K","Česko","CZ","104.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","1. čtvrtletí 2011","2011-Q1","Česko","CZ","104.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - duben 2011","2011-04K","Česko","CZ","103.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - květen 2011","2011-05K","Česko","CZ","103"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - červen 2011","2011-06K","Česko","CZ","102.3"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","2. čtvrtletí 2011","2011-Q2","Česko","CZ","100.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - červenec 2011","2011-07K","Česko","CZ","101.4"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - srpen 2011","2011-08K","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - září 2011","2011-09K","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","3. čtvrtletí 2011","2011-Q3","Česko","CZ","97"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - říjen 2011","2011-10K","Česko","CZ","100.2"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - listopad 2011","2011-11K","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - prosinec 2011","2011-12K","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","4. čtvrtletí 2011","2011-Q4","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","2011","2011","Česko","CZ","100.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden 2012","2012-01","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden 2012","2012-01K","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - únor 2012","2012-02K","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - březen 2012","2012-03K","Česko","CZ","101.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","1. čtvrtletí 2012","2012-Q1","Česko","CZ","101.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - duben 2012","2012-04K","Česko","CZ","100.8"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - květen 2012","2012-05K","Česko","CZ","101.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - červen 2012","2012-06K","Česko","CZ","101.1"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","2. čtvrtletí 2012","2012-Q2","Česko","CZ","100.7"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - červenec 2012","2012-07K","Česko","CZ","101"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - srpen 2012","2012-08K","Česko","CZ","100.9"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - září 2012","2012-09K","Česko","CZ","100.6"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","3. čtvrtletí 2012","2012-Q3","Česko","CZ","99.5"
"Index cen zemědělských výrobců","6145","Zemědělská výroba včetně ryb","000000","Průměrné tempo růstu","TR","leden - říjen 2012","2012-10K","Česko","CZ","100.7"
