"Indicator","Territory","Weeks","Fuel type","Hodnota"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2020","LPG","11.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2020","Petrol 95 O Natural","25.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2020","Diesel","25.75"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2020","LPG","11.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2020","Petrol 95 O Natural","25.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2020","Diesel","26.14"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2020","LPG","12.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2020","Petrol 95 O Natural","26.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2020","Diesel","26.73"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2020","LPG","12.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2020","Petrol 95 O Natural","26.937"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2020","Diesel","27.305"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2020","LPG","12.627"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2020","Petrol 95 O Natural","27.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2020","Diesel","27.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2020","LPG","12.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2020","Petrol 95 O Natural","28.71"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2020","Diesel","28.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2020","LPG","13.11"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2020","Petrol 95 O Natural","30.11"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2020","Diesel","29.85"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2020","LPG","13.22"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2020","Petrol 95 O Natural","30.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2020","Diesel","30.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2020","LPG","13.5"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2020","Petrol 95 O Natural","31.31"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2020","Diesel","31.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2020","LPG","13.62"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2020","Petrol 95 O Natural","31.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2020","Diesel","31.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2020","LPG","13.71"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2020","Petrol 95 O Natural","31.5"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2020","Diesel","31.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2020","LPG","13.82"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2020","Petrol 95 O Natural","31.57"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2020","Diesel","31.37"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2020","LPG","14.03"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2020","Petrol 95 O Natural","31.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2020","Diesel","31.63"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2020","LPG","14.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2020","Petrol 95 O Natural","31.93"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2020","Diesel","31.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2020","LPG","14.11"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2020","Petrol 95 O Natural","31.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2020","Diesel","31.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2020","LPG","14.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2020","Petrol 95 O Natural","32.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2020","Diesel","32.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2020","LPG","14.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2020","Petrol 95 O Natural","31.89"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2020","Diesel","31.85"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2020","LPG","13.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2019","Petrol 95 O Natural","31.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2019","Diesel","31.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2019","LPG","13.85"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2019","Petrol 95 O Natural","31.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2019","Diesel","31.66"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2019","LPG","13.84"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2019","Petrol 95 O Natural","31.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2019","Diesel","31.67"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2019","LPG","13.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2019","Petrol 95 O Natural","31.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2019","Diesel","31.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2019","LPG","13.84"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2019","Petrol 95 O Natural","31.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2019","Diesel","31.71"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2019","LPG","13.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2019","Petrol 95 O Natural","31.987"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2019","Diesel","31.741"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2019","LPG","13.963"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2019","Petrol 95 O Natural","31.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2019","Diesel","31.76"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2019","LPG","13.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2019","Petrol 95 O Natural","31.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2019","Diesel","31.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2019","LPG","13.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2019","Petrol 95 O Natural","32.058"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2019","Diesel","31.815"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2019","LPG","13.612"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2019","Petrol 95 O Natural","32.217"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2019","Diesel","31.854"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2019","LPG","13.626"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2019","Petrol 95 O Natural","32.341"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2019","Diesel","32.078"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2019","LPG","13.555"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2019","Petrol 95 O Natural","32.18"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2019","Diesel","31.88"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2019","LPG","13.53"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2019","Petrol 95 O Natural","32.216"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2019","Diesel","31.853"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2019","LPG","13.549"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2019","Petrol 95 O Natural","32.087"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2019","Diesel","31.632"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2019","LPG","13.561"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2019","Petrol 95 O Natural","32.24"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2019","Diesel","31.6"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2019","LPG","13.68"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2019","Petrol 95 O Natural","32.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2019","Diesel","31.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2019","LPG","13.69"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2019","Petrol 95 O Natural","32.34"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2019","Diesel","31.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2019","LPG","13.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2019","Petrol 95 O Natural","32.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2019","Diesel","31.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2019","LPG","13.82"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2019","Petrol 95 O Natural","32.48"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2019","Diesel","31.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2019","LPG","13.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2019","Petrol 95 O Natural","32.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2019","Diesel","31.81"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2019","LPG","13.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2019","Petrol 95 O Natural","32.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2019","Diesel","31.82"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2019","LPG","13.97"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2019","Petrol 95 O Natural","32.65"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2019","Diesel","31.85"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2019","LPG","14"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2019","Petrol 95 O Natural","32.63"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2019","Diesel","31.72"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2019","LPG","14.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2019","Petrol 95 O Natural","32.65"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2019","Diesel","31.76"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2019","LPG","14.2"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 27, 2019","Petrol 95 O Natural","32.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 27, 2019","Diesel","31.81"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 27, 2019","LPG","14.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2019","Petrol 95 O Natural","32.7"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2019","Diesel","31.88"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2019","LPG","14.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2019","Petrol 95 O Natural","32.86"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2019","Diesel","32.01"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2019","LPG","14.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2019","Petrol 95 O Natural","33.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2019","Diesel","32.23"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2019","LPG","14.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2019","Petrol 95 O Natural","33.5"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2019","Diesel","32.57"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2019","LPG","14.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2019","Petrol 95 O Natural","33.29"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2019","Diesel","32.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2019","LPG","14.56"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2019","Petrol 95 O Natural","33.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2019","Diesel","32.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2019","LPG","14.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2019","Petrol 95 O Natural","32.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2019","Diesel","32.31"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2019","LPG","14.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2019","Petrol 95 O Natural","32.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2019","Diesel","32.22"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 19, 2019","LPG","14.46"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2019","Petrol 95 O Natural","32.62"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2019","Diesel","32.09"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2019","LPG","14.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2019","Petrol 95 O Natural","32.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2019","Diesel","31.68"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2019","LPG","14.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2019","Petrol 95 O Natural","31.76"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2019","Diesel","31.6"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2019","LPG","14.38"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2019","Petrol 95 O Natural","31.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2019","Diesel","31.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2019","LPG","14.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2019","Petrol 95 O Natural","30.61"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2019","Diesel","31.47"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 13, 2019","LPG","14.18"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2019","Petrol 95 O Natural","30.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2019","Diesel","31.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 12, 2019","LPG","14.17"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2019","Petrol 95 O Natural","30.29"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2019","Diesel","31.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2019","LPG","14.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2019","Petrol 95 O Natural","30.2"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2019","Diesel","31.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2019","LPG","14.24"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2019","Petrol 95 O Natural","30.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2019","Diesel","31"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2019","LPG","14.29"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2019","Petrol 95 O Natural","29.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2019","Diesel","30.84"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2019","LPG","14.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2019","Petrol 95 O Natural","30.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2019","Diesel","30.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2019","LPG","14.51"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2019","Petrol 95 O Natural","30.17"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2019","Diesel","30.87"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2019","LPG","14.75"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2019","Petrol 95 O Natural","30.34"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2019","Diesel","30.89"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2019","LPG","14.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2019","Petrol 95 O Natural","30.47"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2019","Diesel","31"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2019","LPG","14.88"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2019","Petrol 95 O Natural","30.68"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2019","Diesel","31.18"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2019","LPG","15.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2019","Petrol 95 O Natural","31.03"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2019","Diesel","31.48"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2019","LPG","15.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2018","Petrol 95 O Natural","31.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2018","Diesel","32.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 51, 2018","LPG","15.35"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2018","Petrol 95 O Natural","32.02"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2018","Diesel","32.75"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 50, 2018","LPG","15.65"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2018","Petrol 95 O Natural","32.36"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2018","Diesel","33"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 49, 2018","LPG","15.79"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2018","Petrol 95 O Natural","32.79"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2018","Diesel","33.37"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 48, 2018","LPG","15.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2018","Petrol 95 O Natural","32.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2018","Diesel","33.49"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 47, 2018","LPG","15.93"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2018","Petrol 95 O Natural","33.16"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2018","Diesel","33.68"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 46, 2018","LPG","15.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2018","Petrol 95 O Natural","33.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2018","Diesel","33.69"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 45, 2018","LPG","16.01"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2018","Petrol 95 O Natural","33.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2018","Diesel","33.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 44, 2018","LPG","15.93"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2018","Petrol 95 O Natural","33.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2018","Diesel","33.49"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 43, 2018","LPG","15.93"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2018","Petrol 95 O Natural","33.5"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2018","Diesel","33.35"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 42, 2018","LPG","15.85"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2018","Petrol 95 O Natural","33.41"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2018","Diesel","33.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 41, 2018","LPG","15.67"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2018","Petrol 95 O Natural","33.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2018","Diesel","32.64"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 40, 2018","LPG","15.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2018","Petrol 95 O Natural","33.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2018","Diesel","32.48"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 39, 2018","LPG","15.4"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2018","Petrol 95 O Natural","33.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2018","Diesel","32.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 38, 2018","LPG","15.08"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2018","Petrol 95 O Natural","33.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2018","Diesel","32.47"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 37, 2018","LPG","14.99"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2018","Petrol 95 O Natural","33.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2018","Diesel","32.28"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 36, 2018","LPG","14.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2018","Petrol 95 O Natural","33.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2018","Diesel","32.24"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 35, 2018","LPG","14.97"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2018","Petrol 95 O Natural","33.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2018","Diesel","32.15"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 34, 2018","LPG","14.96"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2018","Petrol 95 O Natural","33.05"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2018","Diesel","32.22"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 33, 2018","LPG","14.97"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2018","Petrol 95 O Natural","33.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2018","Diesel","32.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 32, 2018","LPG","15.03"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2018","Petrol 95 O Natural","32.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2018","Diesel","32.2"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 31, 2018","LPG","14.78"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2018","Petrol 95 O Natural","32.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2018","Diesel","32.24"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 30, 2018","LPG","14.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2018","Petrol 95 O Natural","33.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2018","Diesel","32.42"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 29, 2018","LPG","14.66"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2018","Petrol 95 O Natural","33.16"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2018","Diesel","32.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 28, 2018","LPG","14.55"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2018","Petrol 95 O Natural","32.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2018","Diesel","32.18"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 26, 2018","LPG","14.36"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2018","Petrol 95 O Natural","33.12"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2018","Diesel","32.35"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 25, 2018","LPG","14.33"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2018","Petrol 95 O Natural","33.23"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2018","Diesel","32.45"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 24, 2018","LPG","14.31"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2018","Petrol 95 O Natural","33.17"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2018","Diesel","32.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 23, 2018","LPG","14.14"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2018","Petrol 95 O Natural","32.88"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2018","Diesel","32.19"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 22, 2018","LPG","14.15"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2018","Petrol 95 O Natural","32.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2018","Diesel","31.42"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 21, 2018","LPG","14.04"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2018","Petrol 95 O Natural","31.66"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 20, 2018","Diesel","31.02"
